2026-06-06 18:22:06,079 | INFO | operation=pool_getconn ok=True elapsed_ms=0.01 rows=- sql=POOL GETCONN params=None
2026-06-06 18:22:06,330 | INFO | operation=count ok=True elapsed_ms=247.42 rows=1 sql=SELECT COUNT(*) FROM chapas c LEFT JOIN marcas m ON m.id = c.marca_id LEFT JOIN categorias cat ON cat.id = c.categoria_id LEFT JOIN fornecedores f ON f.id = c.fornecedor_id WHERE c.nome ILIKE %s AND cat.nome ILIKE %s AND c.espessura_mm >= %s AND c.espessura_mm <= %s AND c.valor >= %s params=['%pinho%', '%Compensado%', 5.5, 6.5, 0.01]
2026-06-06 18:22:06,458 | INFO | operation=query ok=True elapsed_ms=128.47 rows=1 sql=SELECT c.id, c.nome, cat.nome AS subcategoria, m.nome AS marca, c.largura_mm, c.comprimento_mm, c.espessura_mm, c.acabamento, c.valor, c.valor_m2, f.nome AS fornecedor, c.criado_em, c.atualizado_em FROM chapas c LEFT JOIN marcas m ON m.id = c.marca_id LEFT JOIN categorias cat ON cat.id = c.categoria_id LEFT JOIN fornecedores f ON f.id = c.fornecedor_id WHERE c.nome ILIKE %s AND cat.nome ILIKE %s AND c.espessura_mm >= %s AND c.espessura_mm <= %s AND c.valor >= %s ORDER BY c.nome LIMIT %s OFFSET %s params=['%pinho%', '%Compensado%', 5.5, 6.5, 0.01, 30, 0]
2026-06-06 18:22:06,581 | INFO | operation=pool_putconn ok=True elapsed_ms=118.14 rows=- sql=POOL PUTCONN params=None
2026-06-06 18:22:59,341 | INFO | operation=pool_getconn ok=True elapsed_ms=0.01 rows=- sql=POOL GETCONN params=None
2026-06-06 18:22:59,699 | INFO | operation=execute ok=True elapsed_ms=356.19 rows=-1 sql=CREATE TABLE IF NOT EXISTS clientes ( id SERIAL PRIMARY KEY, nome VARCHAR(200) NOT NULL, documento VARCHAR(20), telefone VARCHAR(20), email VARCHAR(150), endereco TEXT, cidade VARCHAR(100), estado CHAR(2), observacoes TEXT, criado_em TIMESTAMP DEFAULT NOW(), atualizado_em TIMESTAMP DEFAULT NOW() ); params=()
2026-06-06 18:23:00,059 | INFO | operation=execute ok=True elapsed_ms=360.29 rows=1 sql=INSERT INTO clientes (nome, documento, telefone, email, endereco, cidade, estado, observacoes) VALUES (%s,%s,%s,%s,%s,%s,%s,%s) RETURNING id, criado_em, atualizado_em params=('ARTHUR REY', '413.434.948-69', '11999999999', 'ART@ART.COM', '', 'SAO PAULO', 'SP', '')
2026-06-06 18:23:00,296 | INFO | operation=query_one ok=True elapsed_ms=236.51 rows=1 sql=SELECT * FROM clientes WHERE id = %s params=(5,)
2026-06-06 18:23:00,418 | INFO | operation=pool_putconn ok=True elapsed_ms=118.61 rows=- sql=POOL PUTCONN params=None
2026-06-06 18:25:38,287 | INFO | operation=pool_getconn ok=True elapsed_ms=0.19 rows=- sql=POOL GETCONN params=None
2026-06-06 18:25:38,651 | INFO | operation=execute ok=True elapsed_ms=361.29 rows=-1 sql=CREATE TABLE IF NOT EXISTS clientes ( id SERIAL PRIMARY KEY, nome VARCHAR(200) NOT NULL, documento VARCHAR(20), telefone VARCHAR(20), email VARCHAR(150), endereco TEXT, cidade VARCHAR(100), estado CHAR(2), observacoes TEXT, criado_em TIMESTAMP DEFAULT NOW(), atualizado_em TIMESTAMP DEFAULT NOW() ); params=()
2026-06-06 18:25:38,888 | INFO | operation=count ok=True elapsed_ms=236.64 rows=1 sql=SELECT COUNT(*) FROM clientes params=()
2026-06-06 18:25:39,008 | INFO | operation=query ok=True elapsed_ms=119.89 rows=1 sql=SELECT id, nome, documento, cidade, estado, telefone FROM clientes ORDER BY nome LIMIT %s OFFSET %s params=[50, 0]
2026-06-06 18:25:39,145 | INFO | operation=pool_putconn ok=True elapsed_ms=118.44 rows=- sql=POOL PUTCONN params=None
2026-06-06 18:25:58,885 | INFO | operation=pool_getconn ok=True elapsed_ms=0.01 rows=- sql=POOL GETCONN params=None
